Data from QEP013861_14-43-24-928.txt Node
Date: Tue Jul 09 14:43:24 EDT 2019
User: xiyang
Spectrometer: QEP01386
Trigger mode: 4
Integration Time (sec): 2.000000E-1
Scans to average: 1
Electric dark correction enabled: false
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
629.243	1708
629.421	1692
629.599	1686
629.777	1688
629.955	72675
630.132	73185
630.31	75019
630.488	77014
630.666	77249
630.843	77134
631.021	76554
631.199	75897
631.376	75366
631.554	74496
631.731	75388
631.909	76297
632.086	78313
632.264	79257
632.441	80373
632.618	80705
632.796	80768
632.973	80844
633.15	80650
633.327	80318
633.504	79467
633.682	79819
633.859	81017
634.036	81854
634.213	82115
634.39	82273
634.567	83366
634.744	84041
634.921	85018
635.098	84675
635.274	84751
635.451	84300
635.628	84270
635.805	83818
635.982	83840
636.158	84374
636.335	85455
636.511	86715
636.688	87587
636.865	87992
637.041	88466
637.218	89020
637.394	89608
637.571	89879
637.747	89856
637.923	89683
638.1	90027
638.276	90586
638.452	91136
638.628	91728
638.805	91779
638.981	91217
639.157	90468
639.333	89961
639.509	91002
639.685	90915
639.861	90161
640.037	89692
640.213	92789
640.389	92932
640.565	92090
640.74	90945
640.916	91528
641.092	92000
641.268	93007
641.443	93923
641.619	93614
641.795	93219
641.97	93085
642.146	94196
642.321	96697
642.497	97138
642.672	96705
642.848	96266
643.023	95043
643.199	95989
643.374	97065
643.549	96925
643.724	95871
643.9	95481
644.075	98256
644.25	99519
644.425	99323
644.6	98276
644.775	97181
644.95	96307
645.125	97707
645.3	98347
645.475	97672
645.65	97331
645.825	97696
646	96423
646.175	95537
646.349	96006
646.524	98239
646.699	98064
646.874	97119
647.048	96324
647.223	95666
647.397	95774
647.572	95774
647.746	98013
647.921	97972
648.095	96818
648.27	96665
648.444	98676
648.618	100756
648.793	100302
648.967	98532
649.141	95153
649.315	91792
649.49	91724
649.664	95586
649.838	100128
650.012	102320
650.186	104084
650.36	105028
650.534	105450
650.708	105351
650.882	104701
651.056	104382
651.23	101570
651.403	98337
651.577	96351
651.751	98124
651.925	102084
652.098	104783
652.272	104783
652.446	105004
652.619	105739
652.793	106272
652.966	106049
653.14	104794
653.313	104503
653.487	106145
653.66	107252
653.833	107844
654.007	106923
654.18	105045
654.353	103350
654.526	102872
654.7	102981
654.873	103836
655.046	103897
655.219	101833
655.392	100405
655.565	99068
655.738	95761
655.911	87324
656.084	75139
656.257	72277
656.43	85702
656.602	97536
656.775	100818
656.948	101753
657.121	102995
657.293	103292
657.466	105269
657.639	108481
657.811	109660
657.984	109357
658.156	108983
658.329	109065
658.501	109085
658.674	109420
658.846	111041
659.018	110091
659.191	107519
659.363	107802
659.535	110357
659.707	111111
659.88	111458
660.052	112629
660.224	112885
660.396	112633
660.568	112279
660.74	111906
660.912	112478
661.084	113715
661.256	114229
661.428	114760
661.6	115021
661.771	115301
661.943	115304
662.115	115597
662.287	115411
662.458	115034
662.63	114806
662.802	114884
662.973	114764
663.145	112806
663.316	111506
663.488	112967
663.659	115280
663.831	115329
664.002	114919
664.174	114119
664.345	113655
664.516	115375
664.687	116472
664.859	116659
665.03	117035
665.201	117106
665.372	117224
665.543	117405
665.714	117329
665.885	117098
666.056	115881
666.227	114075
666.398	114951
666.569	116620
666.74	117046
666.911	117642
667.082	117965
667.252	118059
667.423	117704
667.594	115408
667.764	114329
667.935	116543
668.106	118382
668.276	118664
668.447	119126
668.617	119021
668.788	118991
668.958	119380
669.129	119240
669.299	119053
669.469	117714
669.64	117351
669.81	118264
