Data from QEP013861_14-44-46-128.txt Node
Date: Tue Jul 09 14:44:46 EDT 2019
User: xiyang
Spectrometer: QEP01386
Trigger mode: 4
Integration Time (sec): 2.000000E-1
Scans to average: 1
Electric dark correction enabled: false
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
629.243	1697
629.421	1688
629.599	1686
629.777	1685
629.955	1685
630.132	1684
630.31	1685
630.488	1689
630.666	1691
630.843	1684
631.021	1686
631.199	1690
631.376	1689
631.554	1687
631.731	1692
631.909	1688
632.086	1690
632.264	1690
632.441	1687
632.618	1685
632.796	1691
632.973	1688
633.15	1695
633.327	1688
633.504	1691
633.682	1688
633.859	1689
634.036	1689
634.213	1690
634.39	1689
634.567	1693
634.744	1691
634.921	1691
635.098	1694
635.274	1690
635.451	1688
635.628	1690
635.805	1690
635.982	1687
636.158	1688
636.335	1688
636.511	1687
636.688	1688
636.865	1687
637.041	1691
637.218	1690
637.394	1688
637.571	1688
637.747	1687
637.923	1691
638.1	1687
638.276	1690
638.452	1685
638.628	1688
638.805	1687
638.981	1687
639.157	1687
639.333	1690
639.509	1685
639.685	1688
639.861	1691
640.037	1689
640.213	1692
640.389	1689
640.565	1691
640.74	1692
640.916	1689
641.092	1687
641.268	1686
641.443	1686
641.619	1686
641.795	1687
641.97	1692
642.146	1688
642.321	1687
642.497	1689
642.672	1687
642.848	1689
643.023	1693
643.199	1686
643.374	1688
643.549	1692
643.724	1693
643.9	1690
644.075	1686
644.25	1688
644.425	1685
644.6	1688
644.775	1684
644.95	1690
645.125	1691
645.3	1683
645.475	1690
645.65	1688
645.825	1689
646	1689
646.175	1689
646.349	1689
646.524	1687
646.699	1687
646.874	1692
647.048	1691
647.223	1687
647.397	1690
647.572	1687
647.746	1688
647.921	1686
648.095	1690
648.27	1690
648.444	1690
648.618	1687
648.793	1686
648.967	1689
649.141	1691
649.315	1690
649.49	1693
649.664	1686
649.838	1687
650.012	1687
650.186	1687
650.36	1688
650.534	1687
650.708	1687
650.882	1689
651.056	1691
651.23	1686
651.403	1690
651.577	1688
651.751	1690
651.925	1683
652.098	1690
652.272	1691
652.446	1689
652.619	1693
652.793	1687
652.966	1687
653.14	1684
653.313	1691
653.487	1688
653.66	1687
653.833	1690
654.007	1686
654.18	1686
654.353	1688
654.526	1690
654.7	1686
654.873	1689
655.046	1692
655.219	1688
655.392	1686
655.565	1688
655.738	1689
655.911	1687
656.084	1686
656.257	1689
656.43	1687
656.602	1687
656.775	1689
656.948	1687
657.121	1687
657.293	1690
657.466	1691
657.639	1690
657.811	1688
657.984	1689
658.156	1690
658.329	1690
658.501	1686
658.674	1686
658.846	1686
659.018	1687
659.191	1690
659.363	1685
659.535	1687
659.707	1688
659.88	1685
660.052	1688
660.224	1691
660.396	1687
660.568	1688
660.74	1688
660.912	1690
661.084	1687
661.256	1693
661.428	1690
661.6	1690
661.771	1687
661.943	1690
662.115	1687
662.287	1688
662.458	1688
662.63	1692
662.802	1685
662.973	1689
663.145	1689
663.316	1687
663.488	1691
663.659	1690
663.831	1687
664.002	1689
664.174	1687
664.345	1690
664.516	1686
664.687	1682
664.859	1690
665.03	1690
665.201	1690
665.372	1688
665.543	1689
665.714	1691
665.885	1691
666.056	1688
666.227	1689
666.398	1686
666.569	1684
666.74	1688
666.911	1688
667.082	1687
667.252	1691
667.423	1694
667.594	1692
667.764	1692
667.935	1687
668.106	1685
668.276	1684
668.447	1690
668.617	1692
668.788	1690
668.958	1689
669.129	1687
669.299	1686
669.469	1690
669.64	1690
669.81	1687
669.98	1690
670.15	1690
670.321	1689
670.491	1692
670.661	1689
670.831	1691
671.001	1691
671.171	1686
671.341	1685
671.511	1687
671.681	1684
671.851	1688
672.02	1688
672.19	1689
672.36	1685
672.53	1689
672.699	1684
672.869	1686
673.039	1691
673.208	1687
673.378	1691
673.547	1691
673.717	1688
673.886	1688
674.056	1689
674.225	1685
674.395	1686
674.564	1685
674.733	1686
674.903	1690
675.072	1689
675.241	1689
675.41	1687
675.579	1689
675.748	1690
675.917	1687
676.087	1687
676.256	1690
676.425	1688
676.593	1687
676.762	1689
676.931	1687
677.1	1689
677.269	1691
677.438	1687
677.606	1688
677.775	1687
677.944	1688
678.112	1688
678.281	1689
678.45	1691
678.618	1686
678.787	1689
678.955	1685
679.124	1688
679.292	1690
679.46	1691
679.629	1688
