DOY,GEE
38377,-1.88561
38378,-2.868506
38379,-1.522698
38380,-2.279648
38381,-2.572316
38382,-2.508157
38383,-2.192053
38384,-1.595515
38385,-2.467648
38386,-2.931171
38387,-2.328527
38388,-2.611337
38389,-1.435519
38390,-2.878768
38391,-1.721704
38392,-1.708083
38393,-1.733438
38394,-2.783354
38395,-1.66611
38396,-1.935499
38397,-2.306147
38398,-3.784267
38399,-4.110848
38400,-3.422446
38401,-3.072924
38402,-1.640447
38403,-2.632773
38404,-2.742764
38405,-4.345423
38406,-2.566727
38407,-2.57953
38408,-3.486554
38409,-2.914551
38410,-4.90084
38411,-5.865595
38412,-5.112513
38413,-5.784175
38414,-3.416598
38415,-5.306259
38416,-5.388837
38417,-5.691286
38418,-5.575309
38419,-5.291577
38420,-4.009693
38421,-3.492629
38422,-3.746473
38423,-3.622864
38424,-3.681631
38425,-3.906513
38426,-3.720398
38427,-4.628903
38428,-4.171391
38429,-4.454134
38430,-4.887632
38431,-3.938536
38432,-3.618182
38433,-3.402379
38434,-5.529829
38435,-5.568617
38436,-5.982326
38437,-4.532927
38438,-5.6122
38439,-3.869823
38440,-5.104127
38441,-5.550106
38442,-6.69955
38443,-6.862344
38444,-4.957239
38445,-6.059566
38446,-5.414727
38447,-5.864628
38448,-4.991883
38449,-3.253249
38450,-6.006562
38451,-5.446047
38452,-7.061377
38453,-6.576032
38454,-5.708077
38455,-4.815308
38456,-6.08904
38457,-5.936759
38458,-6.584157
38459,-5.992033
38460,-5.349323
38461,-6.833867
38462,-6.120617
38463,-5.45917
38464,-5.743587
38465,-6.06678
38466,-6.202505
38467,-7.535236
38468,-6.487157
38469,-5.398138
38470,-6.137458
38471,-6.884794
38472,-5.757415
38473,-5.370417
38474,-6.110941
38475,-5.05832
38476,-4.488756
38477,-4.988091
38478,-5.938096
38479,-3.40366
38480,-3.575554
38481,-5.161695
38482,-4.437164
38483,-5.625415
38484,-5.26183
38485,-6.158381
38486,-4.304376
38487,-4.701328
38488,-3.96462
38489,-2.188751
38490,-4.119113
38491,-3.92512
38492,-3.920055
38493,-4.717864
38494,-5.106736
38495,-4.711451
38496,-4.695367
38497,-5.657939
38498,-5.315537
38499,-4.97124
38500,-4.314345
38501,-4.126765
38502,-2.895605
38503,-3.255654
38504,-2.727188
38505,-2.770478
38506,-2.931159
38507,-2.963297
38508,-2.382254
38509,-2.467668
38510,-1.350126
38511,-1.271651
38512,-1.512906
38513,-1.726472
38514,-2.016845
38515,-2.288593
38516,-2.664961
38517,-0.900482
38518,-1.563986
38519,-1.084327
38520,-1.406514
38521,-1.16508
38522,-1.000257
38523,-1.054082
38524,-0.9812035
38525,-0.9842987
38526,-1.120794
38527,-0.9184073
38528,-1.028276
38529,-1.070468
38530,-1.020423
38531,-0.7871817
38532,-1.171623
38533,-1.053635
38534,-0.9384979
38535,-1.09635
38536,-0.8119624
38537,-1.123123
38538,-1.133537
38539,-1.081966
38540,-1.020201
38541,-1.092641
38542,-1.071842
38543,-0.8345655
38544,-1.038865
38545,-1.239796
38546,-1.510335
38547,-0.6063102
38548,-0.6047304
38549,-0.7176762
38550,-0.7610132
38551,-0.6996003
38552,-0.8112837
38553,-0.7311701
38554,-0.562476
38555,-0.5463999
38556,-0.7658826
38557,-0.8159367
38558,-0.9995256
38559,-0.7505528
38560,-0.8316974
38561,-0.8737643
38562,-0.4040337
38563,-0.586904
38564,-0.6616184
38565,-0.5296366
38566,-0.6727259
38567,-0.5217561
38568,-0.4410443
38569,-0.3876679
38570,-0.557913
38571,-0.7596682
38572,-0.4382042
38573,-0.4070808
38574,-0.4785962
38575,-0.5277834
38576,-0.4629308
38577,-0.2604161
38578,-0.6630626
38579,-0.3541468
38580,-0.4103014
38581,-0.3201038
38582,-0.5394765
38583,-0.3255849
38584,-0.4590657
38585,-0.3699991
38586,-0.3117129
38587,-0.2767029
38588,-0.3867429
38589,-0.3515014
38590,-0.2936605
38591,-0.395713
38592,-0.3185757
38593,-0.3852873
38594,-0.4129775
38595,-0.4527834
38596,-0.4334158
38597,-0.3646298
38598,-0.4478564
38599,-0.4326679
38600,-0.3901613
38601,-0.4368416
38602,-0.2980079
38603,-0.3276536
38604,-0.3440312
38605,-0.4055657
38606,-0.3094473
38607,-0.4298029
38608,-0.494614
38609,-0.3844688
38610,-0.6762327
38611,-0.3736129
38612,-1.170529
38613,-0.3012552
38614,-0.4996963
38615,-0.2868102
38616,-0.4040275
38617,-0.3694422
38618,-0.3751938
38619,-0.4759916
38620,-0.7031641
38621,NaN
38622,-0.5549951
38623,-0.4778658
38624,-1.094521
38625,-0.9302298
38626,-0.6860314
38627,-0.8022805
38628,-0.5013236
38629,-0.527452
38630,-0.6420488
38631,-0.9081076
38632,-0.7068297
38633,-0.7460864
38634,-0.893623
38635,-0.97993
38636,-0.5625038
38637,-0.2247204
38638,-0.4136663
38639,-0.726864
38640,-0.3063226
38641,-0.3594329
38642,-0.2294916
38643,-0.3131154
38644,-0.3101492
38645,-0.3435136
38646,-0.2446062
38647,-0.3197671
38648,-0.234973
38649,-0.4797617
38650,-1.338295
38651,-0.3570009
38652,-0.2431604
38653,-0.6369361
38654,-0.3410643
38655,-0.4165387
38656,-0.3518438
38657,-0.6678675
38658,-0.4387794
38659,-0.197848
38660,-0.4261546
38661,-0.4738744
38662,-0.363232
38663,-0.1993565
38664,-0.2385531
38665,-0.5836851
38666,-0.4547703
38667,-0.2339069
38668,-0.1644345
38669,-0.3436423
38670,-0.2320271
38671,-0.2918751
38672,-0.370977
38673,-0.4763876
38674,-0.3444098
38675,-0.2854423
38676,-0.5747456
38677,-0.5731826
38678,-0.3581191
38679,-0.286651
38680,-1.162235
38681,-0.301111
38682,-0.8607283
38683,-0.6795341
38684,-0.7926019
38685,-0.359625
38686,-1.181957
38687,-0.4343098
38688,-0.5097525
38689,-0.8653456
38690,-0.4381463
38691,-0.698014
38692,-1.186527
38693,-1.751102
38694,-0.5663616
38695,-0.8195459
38696,-1.116406
38697,-1.732614
38698,-0.7997659
38699,-0.8333126
38700,-0.6885288
38701,-0.3268368
38702,-0.9022556
38703,-1.336842
38704,-0.9711888
38705,-0.9574946
38706,-1.224211
38707,-2.469172
38708,-1.857557
38709,-1.220892
38710,-2.012922
38711,-1.808258
38712,-3.42247
38713,-2.632089
38714,-1.402781
38715,-1.71515
38716,-2.053575
38717,-1.372612
38718,-1.60458
38719,-1.201069
38720,-1.261111
38721,-1.573576
38722,-1.244826
38723,-1.441451
38724,-1.194007
38725,-1.356106
38726,-1.316596
38727,-2.174871
38728,-1.841882
38729,-1.443947
38730,-1.237773
38731,-1.490524
38732,-1.474468
38733,-1.932626
38734,-2.025394
38735,-1.82928
38736,-1.468871
38737,-1.529599
38738,-1.399772
38739,-1.565147
38740,-1.419584
38741,-1.352456
38742,-1.811884
38743,-1.474625
38744,-1.166147
38745,-1.688154
38746,-1.659035
38747,-1.567601
38748,-1.704141
38749,-1.411856
38750,-1.883835
38751,-1.616489
38752,-2.26645
38753,-1.952551
38754,-2.186631
38755,-1.721026
38756,-1.806022
38757,-1.538928
38758,-2.217582
38759,-1.748554
38760,-2.020505
38761,-2.198764
38762,-2.456284
38763,-1.881561
38764,-1.588786
38765,-1.679594
38766,-1.381662
38767,-2.125104
38768,-1.832401
38769,-2.1464
38770,-2.36203
38771,-2.628639
38772,-2.994371
38773,-2.767497
38774,-2.643183
38775,-4.542183
38776,-3.319696
38777,-1.734995
38778,-2.384575
38779,-2.572923
38780,-1.841096
38781,-2.953127
38782,-2.856895
38783,-2.763925
38784,-2.985878
38785,-1.384687
38786,-1.680506
38787,-2.062526
38788,-3.152162
38789,-1.957706
38790,-3.14733
38791,-2.738909
38792,-6.587476
38793,-3.026549
38794,-3.107058
38795,-3.389815
38796,-3.43389
38797,-3.59948
38798,-3.490003
38799,-3.032302
38800,-5.417732
38801,-3.849672
38802,-5.196182
38803,-3.606494
38804,-3.618815
38805,-3.445217
38806,-2.628381
38807,-3.085613
38808,-3.117224
38809,-3.684499
38810,-3.473319
38811,-2.632068
38812,-2.831425
38813,-2.444054
38814,-3.320963
38815,-3.16585
38816,-2.578671
38817,-2.431798
38818,-2.94994
38819,-3.76536
38820,-4.236956
38821,-2.909626
38822,-3.604869
38823,-3.295654
38824,-3.192761
38825,-3.426599
38826,-4.537937
38827,-4.766946
38828,-4.382622
38829,-2.903131
38830,-4.342779
38831,-5.438439
38832,-5.342547
38833,-6.129489
38834,-6.223185
38835,-6.271059
38836,-6.377439
38837,-6.100707
38838,-5.897863
38839,-6.059952
38840,-5.965968
38841,-6.486331
38842,-5.61038
38843,-6.189962
38844,-7.197793
38845,-5.860649
38846,-7.173961
38847,-6.263044
38848,-6.648345
38849,-5.879126
38850,-5.801357
38851,-6.592774
38852,-4.337817
38853,-4.08633
38854,-3.700364
38855,-3.723017
38856,-3.292184
38857,-2.441539
38858,-1.978128
38859,-2.973851
38860,-3.576295
38861,-3.044094
38862,-3.36261
38863,-3.019619
38864,-3.225437
38865,-3.36207
38866,-2.763378
38867,-1.505879
38868,-1.777405
38869,-1.369068
38870,-1.133016
38871,-1.13499
38872,-1.481744
38873,-0.9637797
38874,-0.8029286
38875,-1.02118
38876,-0.8217732
38877,-0.9243188
38878,-0.9560916
38879,-0.964229
38880,-0.918223
38881,-0.8267781
38882,-0.6126784
38883,-0.6686253
38884,-0.6537859
38885,-0.5318312
38886,-0.501945
38887,-0.5186416
38888,-1.092661
38889,-0.4054284
38890,-0.4615715
38891,-0.2593827
38892,-0.6753984
38893,-0.4030115
38894,-0.4356399
38895,-0.6316387
38896,-0.6502744
38897,-0.5203865
38898,-0.3584147
38899,-0.4216088
38900,-0.4183793
38901,-0.438848
38902,-0.4051935
38903,-0.4741878
38904,-0.3043804
38905,-0.7329755
38906,-0.4614022
38907,-0.6580723
38908,-0.4254991
38909,-0.4824383
38910,-0.5309754
38911,-0.5185272
38912,-0.4031335
38913,-0.3272766
38914,-0.292505
38915,-0.2185623
38916,-0.4242652
38917,-0.4102618
38918,-0.3187679
38919,-0.3938687
38920,-0.6474588
38921,-0.5554581
38922,-0.464036
38923,-0.4076318
38924,-0.3417468
38925,-0.3135366
38926,-0.4393933
38927,-0.3957164
38928,-0.3534926
38929,-0.296566
38930,-0.8007762
38931,-0.3860981
38932,-0.3903132
38933,-0.3095418
38934,-0.2604894
38935,-0.3259401
38936,-0.2743108
38937,-0.4469973
38938,-0.4799366
38939,-0.3343124
38940,-0.352242
38941,-0.2775579
38942,-0.3191403
38943,-0.3354746
38944,-0.3337734
38945,-1.223204
38946,-0.2772058
38947,-0.3174443
38948,-0.2751152
38949,-0.4351247
38950,-0.3674864
38951,-0.2713669
38952,-0.4360488
38953,-0.2972672
38954,-0.2117435
38955,-0.369742
38956,-0.3027556
38957,-0.2401573
38958,-0.218894
38959,-0.2396317
38960,-0.2928391
38961,-0.1433936
38962,-0.2276897
38963,-0.102903
38964,-0.1581623
38965,-0.2908064
38966,-0.2953412
38967,-0.2079773
38968,-0.2346177
38969,-0.1767044
38970,-0.261799
38971,-0.2537671
38972,-0.3673501
38973,-0.2878257
38974,-0.3582732
38975,-0.356468
38976,-0.4168572
38977,-0.4785058
38978,-0.8745145
38979,-0.7263139
38980,-0.2757953
38981,-0.5112492
38982,-0.3582239
38983,-0.4737663
38984,-0.9108938
38985,-0.5551947
38986,-0.5819773
38987,-0.3426623
38988,-0.4805322
38989,-0.3500756
38990,-0.96961
38991,-0.5447319
38992,-0.534831
38993,-0.4986412
38994,-0.4734001
38995,-0.260783
38996,-1.536983
38997,-0.441537
38998,-0.5391393
38999,-1.321364
39000,-0.4050937
39001,-0.8785737
39002,-0.342099
39003,-0.6895843
39004,-0.3921468
39005,-0.2850403
39006,-0.4576004
39007,-0.4053829
39008,-0.8007036
39009,-0.3933264
39010,-0.5076242
39011,-0.3611438
39012,-0.3366488
39013,-0.3610808
39014,-0.1341725
39015,-0.5211668
39016,-0.4846192
39017,-1.095941
39018,-0.8183423
39019,-1.270403
39020,-1.297834
39021,-1.221501
39022,-1.573282
39023,-1.463289
39024,-0.700839
39025,-0.18463
39026,-0.4868363
39027,-0.3069203
39028,-0.7318644
39029,-1.049382
39030,-0.6676249
39031,-1.656471
39032,-1.550327
39033,-0.7122182
39034,-0.1480465
39035,-0.7388813
39036,-0.5756743
39037,-0.4159069
39038,-0.607571
39039,-0.8781204
39040,-0.8805905
39041,-0.8212018
39042,-1.024951
39043,-0.8362021
39044,-1.122367
39045,-1.034427
39046,-1.090122
39047,-3.791291
39048,-0.9401313
39049,-0.7553619
39050,-0.6065555
39051,-0.8366583
39052,-0.7858285
39053,-1.048376
39054,-0.7619288
39055,-1.225101
39056,-1.357441
39057,-0.9363405
39058,-1.327625
39059,-0.9881794
39060,-1.585415
39061,-0.7558118
39062,-1.488762
39063,-1.561594
39064,-1.061199
39065,-2.346577
39066,-1.093569
39067,-1.280589
39068,-1.299751
39069,-1.388275
39070,-1.333481
39071,-1.609786
39072,-1.911765
39073,-1.52057
39074,-1.537914
39075,-1.285031
39076,-1.30665
39077,-1.686019
39078,-0.6849548
39079,-0.8032564
39080,-0.760808
39081,-0.7566242
39082,-0.6750671
39083,-0.9638301
39084,-0.6344986
39085,-0.8155776
39086,-0.7195568
39087,-0.6342612
39088,-0.8363262
39089,-0.5362284
39090,-0.8046633
39091,-0.9034059
39092,-0.5847048
39093,-0.7571239
39094,-0.5184834
39095,-0.4132494
39096,-0.9028634
39097,-0.5057332
39098,-0.4770982
39099,-0.9569736
39100,-0.8787693
39101,-0.8287932
39102,-1.026601
39103,-0.7511979
39104,-0.7127534
39105,-0.7295724
39106,-1.048479
39107,-1.121592
39108,-1.109472
39109,-1.104886
39110,-1.329702
39111,-1.214282
39112,-1.136802
39113,-0.8322056
39114,-1.28617
39115,-1.153672
39116,-1.236161
39117,-1.697791
39118,-1.793507
39119,-0.6526343
39120,-0.8706801
39121,-0.5869639
39122,-1.047271
39123,-2.242484
39124,-1.596023
39125,-1.464397
39126,-1.461437
39127,-1.424642
39128,-1.930574
39129,-2.135067
39130,-1.899028
39131,-1.429237
39132,-2.081912
39133,-2.219786
39134,-2.017977
39135,-2.059938
39136,-1.795546
39137,-2.019062
39138,-2.123358
39139,-1.708002
39140,-2.037209
39141,-1.973063
39142,-2.177882
39143,-2.239889
39144,-2.414971
39145,-2.49985
39146,-2.698472
39147,-3.243188
39148,-2.863867
39149,-3.322845
39150,-2.599235
39151,-3.013162
39152,-2.958373
39153,-3.370771
39154,-3.68079
39155,-3.553242
39156,-3.854722
39157,-3.485854
39158,-3.517774
39159,-4.456811
39160,-3.124322
39161,-4.203193
39162,-4.506231
39163,-4.240911
39164,-4.989036
39165,-3.812597
39166,-4.217288
39167,-4.085375
39168,-4.553732
39169,-4.62557
39170,-4.250747
39171,-4.074147
39172,-5.280191
39173,-5.733167
39174,-4.423607
39175,-5.363125
39176,-5.815945
39177,-5.361244
39178,-5.529704
39179,-5.495139
39180,-5.628896
39181,-4.889227
39182,-4.641621
39183,-4.372344
39184,-4.152831
39185,-3.047281
39186,-3.925134
39187,-4.620278
39188,-5.168454
39189,-4.21762
39190,-4.25663
39191,-4.793702
39192,-4.8755
39193,-2.958261
39194,-4.107268
39195,-4.653378
39196,-4.937038
39197,-4.377085
39198,-4.913694
39199,-5.429442
39200,-5.390254
39201,-5.465813
39202,-3.836534
39203,-3.662372
39204,-3.796537
39205,-3.898039
39206,-3.287447
39207,-3.99334
39208,-3.901262
39209,-4.067209
39210,-4.041731
39211,-4.371011
39212,-4.069323
39213,-3.771191
39214,-3.581742
39215,-3.358009
39216,-3.612709
39217,-2.444329
39218,-1.987812
39219,-2.114852
39220,-1.7817
39221,-1.747174
39222,-1.393811
39223,-2.077553
39224,-1.55114
39225,-0.8047473
39226,-0.8055342
39227,-0.7788485
39228,-1.219062
39229,-1.008333
39230,-1.161762
39231,-1.039174
39232,-0.5462063
39233,-0.5096248
39234,-0.5406222
39235,-0.4386101
39236,-0.5777395
39237,-0.4754886
39238,-0.4246454
39239,-0.4911194
39240,-0.5757942
39241,-0.4413998
39242,-0.5286988
39243,-0.582309
39244,-0.3949995
39245,-0.6471058
39246,-0.6654288
39247,-0.4832973
39248,-0.4423364
39249,-0.4385656
39250,-0.7254503
39251,-0.5747992
39252,-0.4581873
39253,-0.4811637
39254,-0.6695424
39255,-0.6620445
39256,-0.6338057
39257,-0.6073602
39258,-0.6882736
39259,-0.6291764
39260,-0.6952378
39261,-0.7340979
39262,-0.3445142
39263,-0.3263804
39264,-0.2702167
39265,-0.4944302
39266,-0.374751
39267,-0.4517466
39268,-0.6902212
39269,-0.4970704
39270,-0.5971357
39271,-0.4906153
39272,-0.5568696
39273,-0.4543462
39274,-0.41393
39275,-0.6283778
39276,-0.4976188
39277,-0.3544201
39278,-0.2653514
39279,-0.1841588
39280,-0.1796648
39281,-0.178716
39282,-0.450169
39283,-0.3248308
39284,-0.3431826
39285,-0.2312852
39286,-0.2409873
39287,-0.2802285
39288,-0.2499967
39289,-0.2986117
39290,-0.3120527
39291,-0.3365685
39292,-0.3196622
39293,-0.4759545
39294,-0.2918042
39295,-0.3764338
39296,-0.4536301
39297,-0.3966824
39298,-0.2950048
39299,-0.3367067
39300,-0.3108603
39301,-0.3049669
39302,-0.3241352
39303,-0.5011098
39304,-0.2449781
39305,-0.2630016
39306,-0.4090914
39307,-0.3227147
39308,-0.1795359
39309,-0.3660559
39310,-0.1494277
39311,-0.2805744
39312,-0.2753609
39313,-0.3546594
39314,-0.4468186
39315,-0.3284223
39316,-0.2469361
39317,-0.2837924
39318,-0.4092324
39319,-0.4087907
39320,-0.3709765
39321,-0.2733999
39322,-0.2017136
39323,-0.242332
39324,-0.2458072
39325,-0.2397193
39326,-0.2713741
39327,-0.2876046
39328,-0.2233372
39329,-0.2226374
39330,-0.2876108
39331,-0.3071647
39332,-0.3275771
39333,-0.2439766
39334,-0.2996156
39335,-0.2785835
39336,-0.3821175
39337,-0.203422
39338,-0.2101618
39339,-0.1682381
39340,-0.3061206
39341,-0.4268704
39342,-0.1450471
39343,-0.3000374
39344,-0.3724187
39345,-0.3082318
39346,-1.444548
39347,-0.3132211
39348,-0.3733965
39349,-0.1659465
39350,-0.2337508
39351,-0.2541568
39352,-0.3168603
39353,-0.3903807
39354,-0.4349922
39355,-0.666241
39356,-0.4351936
39357,-0.2541955
39358,-0.4770992
39359,-0.7518609
39360,-0.7891343
39361,-0.6621991
39362,-0.4292884
39363,-1.907084
39364,-2.791521
39365,-0.075649
39366,-1.539133
39367,-0.3668443
39368,-0.4509562
39369,-0.507757
39370,-0.4639595
39371,-0.5019302
39372,-0.6350633
39373,-0.8960365
39374,-0.879374
39375,-0.3618711
39376,-0.3316528
39377,-0.7527805
39378,-0.6572806
39379,-1.6841
39380,-0.8235505
39381,-0.804331
39382,-0.4439682
39383,-0.616828
39384,-0.1949172
39385,-0.4409983
39386,-0.4178572
39387,-0.6263369
39388,-0.6187814
39389,-0.5904569
39390,-0.6515999
39391,-0.514768
39392,-0.7528116
39393,-0.6479735
39394,-0.6529544
39395,-1.295096
39396,-1.656935
39397,-0.8692062
39398,-1.089913
39399,-0.6877676
39400,-1.523288
39401,-1.079158
39402,-1.293289
39403,-1.676888
39404,-1.18535
39405,-1.26861
39406,-0.7380636
39407,-0.6847897
39408,-0.4902419
39409,-0.7404029
39410,-0.5170627
39411,-0.4256762
39412,-1.702606
39413,-1.337078
39414,-1.33537
39415,-1.501821
39416,-1.057476
39417,-1.122737
39418,-1.270565
39419,-1.836252
39420,-1.25907
39421,-1.137891
39422,-1.254247
39423,-0.7027323
39424,-0.4813141
39425,-0.8546238
39426,-0.6999008
39427,-1.237772
39428,-1.131066
39429,-1.003555
39430,-1.111712
39431,-1.144106
39432,-0.8733773
39433,-1.157667
39434,-1.236075
39435,-5.077514
39436,-1.013131
39437,-0.8177836
39438,-0.9148605
39439,-1.650875
39440,-0.9303833
39441,-0.8976554
39442,-0.6372477
39443,-1.20551
39444,-0.7310092
39445,-1.167019
39446,-0.8793321
39447,-1.233855
39448,-1.564513
39449,-1.030973
39450,-1.932458
39451,-1.833461
39452,-1.839682
39453,-1.4069
39454,-1.697629
39455,-1.558301
39456,-2.141492
39457,-2.375755
39458,-2.642941
39459,-2.73122
39460,-2.044504
39461,-1.636074
39462,-1.245137
39463,-1.160088
39464,-1.188555
39465,-1.503401
39466,-1.084006
39467,-1.053728
39468,-1.01678
39469,-1.660653
39470,-1.239053
39471,-1.624249
39472,-1.607772
39473,-1.725485
39474,-1.597648
39475,-1.377242
39476,-1.326416
39477,-1.369448
39478,-1.157107
39479,-0.9071224
39480,-1.381872
39481,-1.754082
39482,-1.266983
39483,-1.234168
39484,-1.116454
39485,-1.048257
39486,-0.7331462
39487,-1.174706
39488,-1.586779
39489,-1.01748
39490,-1.184275
39491,-1.348834
39492,-0.8942199
39493,-1.128899
39494,-0.9652875
39495,-1.220144
39496,-1.398488
39497,-1.419701
39498,-1.491985
39499,-1.723291
39500,-1.619222
39501,-2.33804
39502,-1.733419
39503,-1.448324
39504,-1.965439
39505,-1.653151
39506,-1.710744
39507,-2.028717
39508,-1.645679
39509,-1.403294
39510,-2.061211
39511,-1.800245
39512,-1.787844
39513,-2.149983
39514,-2.685247
39515,-2.318143
39516,-2.705601
39517,-2.887466
39518,-2.6751
39519,-2.659339
39520,-2.468981
39521,-2.715706
39522,-2.779702
39523,-2.937866
39524,-3.03591
39525,-3.353687
39526,-2.842612
39527,-3.179785
39528,-2.73103
39529,-3.506788
39530,-3.557282
39531,-3.707678
39532,-3.537104
39533,-3.717932
39534,-3.230849
39535,-2.363041
39536,-3.675003
39537,-3.848689
39538,-4.323792
39539,-3.943288
39540,-3.206168
39541,-3.804728
39542,-3.584705
39543,-3.602051
39544,-3.856042
39545,-3.438818
39546,-3.401661
39547,-3.568666
39548,-2.785863
39549,-2.960066
39550,-2.753986
39551,-3.290787
39552,-2.25562
39553,-1.974247
39554,-1.657916
39555,-2.226247
39556,-1.90555
39557,-2.02805
39558,-1.752767
39559,-2.963197
39560,-2.087546
39561,-1.671838
39562,-1.777036
39563,-1.351079
39564,-1.287922
39565,-1.685429
39566,-1.622786
39567,-1.682463
39568,-1.328221
39569,-1.508469
39570,-1.635897
39571,-1.406857
39572,-1.065313
39573,-0.9891202
39574,-1.06203
39575,-1.021237
39576,-0.8446454
39577,-0.8366915
39578,-1.021972
39579,-0.74586
39580,-0.7838814
39581,-0.5277892
39582,-0.4277526
39583,-0.547227
39584,-0.6283798
39585,-0.6234745
39586,-0.5327392
39587,-0.6639033
39588,-0.3599661
39589,-0.3309891
39590,-0.5901034
39591,-0.6337545
39592,-0.4219129
39593,-0.4131077
39594,-0.4218336
39595,-0.5197311
39596,-0.418824
39597,-0.7164804
39598,-0.3297311
39599,-0.3517365
39600,-0.4000584
39601,-0.4517176
39602,-0.3961373
39603,-0.3364466
39604,-0.4335367
39605,-0.268626
39606,-0.3857084
39607,-0.4001586
39608,-0.2373423
39609,-0.3296502
39610,-0.49963
39611,-0.4034808
39612,-0.7758497
39613,-0.6303409
39614,-0.6103412
39615,-0.6301559
39616,-0.6397736
39617,-0.6813766
39618,-0.8538904
39619,-0.8237033
39620,-0.6586478
39621,-0.8669482
39622,-0.8054337
39623,-0.7810509
39624,-0.7497952
39625,-0.8804087
39626,-0.7894486
39627,-0.4438157
39628,-0.6024407
39629,-0.5172839
39630,-0.51952
39631,-0.4602175
39632,-0.4415815
39633,-0.5435688
39634,-0.5051404
39635,-0.5439944
39636,-0.6209503
39637,-0.6214746
39638,-0.5624325
39639,-0.4810802
39640,-0.6144131
39641,-0.3715383
39642,-0.3622675
39643,-0.3696246
39644,-0.3795396
39645,-0.8250227
39646,-0.2439824
39647,-0.3502089
39648,-0.3270511
39649,-0.3273218
39650,-0.2384229
39651,-0.3558146
39652,-0.3348817
39653,-0.4629743
39654,-0.4600877
39655,-0.3571925
39656,-0.3977707
39657,-0.2564144
39658,-0.3602602
39659,-0.3640409
39660,-0.2724878
39661,-0.2345796
39662,-0.2795937
39663,-0.3947301
39664,-0.3586582
39665,-0.3561079
39666,-0.548837
39667,-0.331363
39668,-0.2670738
39669,-0.2432762
39670,-0.3150206
39671,-0.4324871
39672,-0.225644
39673,-0.2094762
39674,-0.2525115
39675,-0.2810724
39676,-0.2760827
39677,-0.2301486
39678,-0.2297663
39679,-0.2119031
39680,-0.339593
39681,-0.2660752
39682,-0.2412079
39683,-0.2572931
39684,-0.3181243
39685,-0.2131362
39686,-0.2932428
39687,-0.3447144
39688,-0.4630027
39689,-0.4475396
39690,-0.3021549
39691,-0.2667065
39692,-0.284904
39693,-0.4309248
39694,-0.2618609
39695,-0.3436568
39696,-0.4291714
39697,-0.2879599
39698,-0.38447
39699,-0.374062
39700,-0.3273535
39701,-0.2336605
39702,-0.4236302
39703,-0.2450649
39704,-0.2859784
39705,-0.4681293
39706,-0.3544555
39707,-0.2562561
39708,-0.2928113
39709,-0.3229144
39710,-0.3797571
39711,-0.3574736
39712,-0.2598363
39713,-0.2251203
39714,-0.2951675
39715,-0.2636973
39716,-0.3650274
39717,-0.5980098
39718,-0.4798645
39719,-0.5668246
39720,-0.4595638
39721,-0.3542276
39722,-0.4172283
39723,-1.625433
39724,NaN
39725,NaN
39726,-0.379344
39727,-0.9243536
39728,-0.7917786
39729,-0.3761761
39730,-0.7784928
39731,-1.017789
39732,-0.2658628
39733,-0.3760757
39734,-0.3303408
39735,-0.3257772
39736,-0.4096615
39737,-0.3217384
39738,-0.3540299
39739,-0.3698165
39740,-0.4384017
39741,-0.4915131
39742,-0.5233015
39743,-0.4788918
39744,-0.4389571
39745,-0.5227455
39746,-0.3785034
39747,-1.708382
39748,-1.692167
39749,-1.668517
39750,-1.567359
39751,-2.369587
39752,-1.180238
39753,-0.3968816
39754,-1.338485
39755,-0.4171628
39756,-1.253314
39757,-1.288458
39758,-1.679623
39759,-0.9710903
39760,-3.341458
39761,-1.772302
39762,-1.175091
39763,-1.437055
39764,-0.9310917
39765,-1.52364
39766,-1.367877
39767,-2.148977
39768,-1.71619
39769,-2.088857
39770,-1.489076
39771,-1.778863
39772,-1.185294
39773,-1.728395
39774,-1.492786
39775,-1.394228
39776,-1.257721
39777,-1.913766
39778,-1.381287
39779,-1.66196
39780,-1.645993
39781,-1.763688
39782,-2.425872
39783,-1.188389
39784,-1.774616
39785,-1.633697
39786,-1.725832
39787,-1.467592
39788,-1.109174
39789,-0.6512225
39790,-1.510507
39791,-1.485726
39792,-1.228319
39793,-1.436165
39794,-1.222244
39795,-0.9327139
39796,-2.735981
39797,-1.349117
39798,-1.031477
39799,-1.158089
39800,-0.7013799
39801,-1.277626
39802,-0.8748142
39803,-3.175238
39804,-1.167527
39805,-0.9563937
39806,-0.9921811
39807,-0.9301649
39808,-1.265247
39809,-1.384435
39810,-1.631973
39811,-1.243303
39812,-0.9578673
39813,-0.9756126
39814,-0.90853
39815,-1.268245
39816,-1.311595
39817,-4.701073
39818,-1.395119
39819,-1.082587
39820,-1.376629
39821,-1.118883
39822,-1.208938
39823,-1.423651
39824,-1.244061
39825,-1.51027
39826,-1.112397
39827,-1.136179
39828,-1.628998
39829,-2.003497
39830,-1.43378
39831,-1.278929
39832,-1.522036
39833,-1.519011
39834,-1.142437
39835,-1.640317
39836,-1.850239
39837,-1.419481
39838,-1.340853
39839,-1.757529
39840,-1.349746
39841,-1.317898
39842,-1.817728
39843,-2.117392
39844,-2.05866
39845,-1.794065
39846,-2.124242
39847,-2.672864
39848,-1.760659
39849,-2.098927
39850,-2.575199
39851,-1.789629
39852,-2.028078
39853,-1.778292
39854,-1.652325
39855,-1.166549
39856,-1.508761
39857,-2.091313
39858,-5.878916
39859,-2.301541
