DOY,GEE
39860,-1.418066
39861,-2.650035
39862,-2.297305
39863,-2.516024
39864,-2.743107
39865,-2.65717
39866,-3.15848
39867,-2.673051
39868,-3.279972
39869,-3.151857
39870,-2.750484
39871,-2.857348
39872,-2.754286
39873,-2.847144
39874,-2.962562
39875,-2.310057
39876,-3.151495
39877,-2.832459
39878,-3.060111
39879,-2.860078
39880,-3.033664
39881,-2.514914
39882,-2.647086
39883,-2.933632
39884,-2.952475
39885,-3.387831
39886,-3.266346
39887,-3.332181
39888,-4.443293
39889,-4.673193
39890,-4.769754
39891,-4.647611
39892,-5.239435
39893,-4.677457
39894,-3.962939
39895,-4.071172
39896,-4.554486
39897,-4.377902
39898,-4.895285
39899,-4.568615
39900,-4.931032
39901,-4.462691
39902,-5.580514
39903,-4.555375
39904,-4.719009
39905,-4.592734
39906,-4.71739
39907,-4.426723
39908,-4.695451
39909,-3.780974
39910,-4.378345
39911,-6.043743
39912,-4.279667
39913,-5.255153
39914,-4.846813
39915,-5.582033
39916,-4.578047
39917,-4.481853
39918,-4.627296
39919,-4.427559
39920,-3.977969
39921,-4.184047
39922,-4.097421
39923,-5.572543
39924,-4.957121
39925,-4.968187
39926,-4.690781
39927,-4.725597
39928,-5.219526
39929,-4.902797
39930,-4.26653
39931,-4.423747
39932,-4.431469
39933,-3.986811
39934,-3.636119
39935,-4.967539
39936,-4.307338
39937,-5.433923
39938,-4.977027
39939,-5.294025
39940,-5.278772
39941,-5.009829
39942,-5.088267
39943,-5.802609
39944,-5.314784
39945,-5.427422
39946,-5.972752
39947,-4.600112
39948,-2.867439
39949,-2.615692
39950,-2.069101
39951,-2.386522
39952,-2.442219
39953,-2.272233
39954,-2.026396
39955,-2.274982
39956,-2.196368
39957,-2.001657
39958,-1.646635
39959,-1.116288
39960,-1.28672
39961,-1.263963
39962,-1.334899
39963,-0.5198975
39964,-0.6377045
39965,-0.8829189
39966,-0.7714523
39967,-0.5187537
39968,-0.4632473
39969,-0.6379412
39970,-0.6464554
39971,-0.5898907
39972,-0.7468928
39973,-0.5232144
39974,-0.4840437
39975,-0.4805993
39976,-0.4971659
39977,-0.4289391
39978,-0.5559037
39979,-0.3114492
39980,-0.5540331
39981,-0.4209849
39982,-0.4290491
39983,-0.4896023
39984,-0.5199022
39985,-0.4452351
39986,-0.5962383
39987,-0.6100287
39988,-0.5734494
39989,-0.4357944
39990,-0.394385
39991,-0.6205959
39992,-0.6608203
39993,-0.4183921
39994,-0.4527915
39995,-0.5999084
39996,-0.5793171
39997,-0.5771746
39998,-0.6142561
39999,-0.4045204
40000,-0.565992
40001,-0.4606379
40002,-0.5297212
40003,-0.5196512
40004,-0.5471498
40005,-0.5690102
40006,-0.4567291
40007,-0.4942452
40008,-0.6246406
40009,-0.4799937
40010,-0.4775518
40011,-0.5380458
40012,-0.7701705
40013,-0.4257836
40014,-0.3938152
40015,-0.474548
40016,-0.4226537
40017,-0.3913273
40018,-0.4289195
40019,-0.4045653
40020,-0.5327127
40021,-0.5190048
40022,-0.4098894
40023,-0.2617608
40024,-0.3091139
40025,-0.4046218
40026,-0.3215052
40027,-0.3292964
40028,-0.379216
40029,-0.362702
40030,-0.3545058
40031,-0.2445881
40032,-0.357752
40033,-0.300756
40034,-0.4404894
40035,-0.4159998
40036,-0.648261
40037,-0.3848897
40038,-0.1791013
40039,-0.304133
40040,-0.4937658
40041,-0.2995511
40042,-0.2094926
40043,-0.2345982
40044,-0.3360005
40045,-0.4010381
40046,-0.3500397
40047,-0.5762909
40048,-0.2789848
40049,-0.2453787
40050,-0.2731514
40051,-0.4147697
40052,-0.1822551
40053,-0.2313773
40054,-0.4099637
40055,-0.2975601
40056,-0.4030919
40057,-0.4817412
40058,-0.3349721
40059,-0.3444373
40060,-0.3469678
40061,-0.2802841
40062,-0.4746242
40063,-0.2374064
40064,-0.2487689
40065,-0.2839624
40066,-0.3739574
40067,-0.3162599
40068,-0.3673507
40069,-0.168542
40070,-0.3385817
40071,-0.2986993
40072,-0.2843477
40073,-0.3646329
40074,-0.3095089
40075,-0.3591284
40076,-0.3410608
40077,-0.3012356
40078,-0.5515709
40079,-0.4385106
40080,-0.3647129
40081,-0.3439676
40082,-0.3759154
40083,-0.4090835
40084,-0.298122
40085,-0.1703018
40086,-0.2240718
40087,-0.4838739
40088,-0.2295562
40089,-0.2186001
40090,-0.3217297
40091,-0.2457875
40092,-0.3678529
40093,-0.3157326
40094,-0.2465103
40095,-0.2272563
40096,-0.3841124
40097,-0.1672375
40098,-1.551367
40099,-1.029987
40100,-1.895775
40101,-1.718445
40102,-2.644689
40103,-2.626729
40104,-0.7822725
40105,-1.009165
40106,-1.907241
40107,-2.306304
40108,-2.340095
40109,-2.527474
40110,-2.066544
40111,-2.088383
40112,-1.648827
40113,-0.8495632
40114,-0.9480519
40115,-0.8372596
40116,-1.035497
40117,-0.8101553
40118,-0.8524994
40119,-0.6328025
40120,-0.9750869
40121,-0.169758
40122,-0.318974
40123,-0.5828639
40124,-0.4401563
40125,-0.3533402
40126,-0.7051601
40127,-0.4182596
40128,-0.383679
40129,-0.293373
40130,-0.4697894
40131,-0.4038597
40132,-0.5326405
40133,-0.4906237
40134,-0.5565302
40135,-0.5936786
40136,-0.5969816
40137,-0.107749
40138,-0.2374628
40139,-0.3239676
40140,-0.4494231
40141,-0.4519409
40142,-0.3362652
40143,-0.5922702
40144,-0.4466637
40145,-0.3288624
40146,-0.170394
40147,-0.2304494
40148,-0.281591
40149,-0.1528616
40150,-0.3484111
40151,-0.2655483
40152,-0.4525278
40153,-0.655143
40154,-0.3699121
40155,-0.222879
40156,-0.2671028
40157,-0.5469437
40158,-1.075921
40159,-0.9475156
40160,-0.7989458
40161,-0.5124337
40162,-0.7307215
40163,-0.8959358
40164,-0.5986286
40165,-0.8434424
40166,-0.7096254
40167,-1.052692
40168,-0.6591352
40169,-0.8677266
40170,-0.285063
40171,-0.5457267
40172,-0.5783496
40173,-0.6935485
40174,-0.5712464
40175,-0.4157211
40176,-0.2388626
40177,-0.6356356
40178,-0.5554066
40179,-0.4099424
40180,-0.3507916
40181,-0.2750308
40182,-0.2458844
40183,-0.957759
40184,-0.780039
40185,-0.9342424
40186,-0.8570818
40187,-0.7365189
40188,-0.8027466
40189,-0.6732687
40190,-1.008369
40191,-0.5894995
40192,-0.6902761
40193,-0.9006433
40194,-1.202023
40195,-1.010972
40196,-1.028242
40197,-0.8978021
40198,-1.067121
40199,-0.7626702
40200,-0.9513961
40201,-0.9717922
40202,-1.087968
40203,-1.201165
40204,-0.4879939
40205,-0.529776
40206,-0.6161897
40207,-0.5227978
40208,-0.6912179
40209,-1.156636
40210,-1.011167
40211,-0.7129409
40212,-0.7971134
40213,-1.00529
40214,-0.802966
40215,-0.7049254
40216,-1.034583
40217,-0.892998
40218,-0.6892352
40219,-0.77735
40220,-0.7798689
40221,-0.709552
40222,-0.7321122
40223,-0.8411662
40224,-0.9440394
40225,-0.867211
40226,-1.309877
40227,-0.7880737
40228,-0.7757151
40229,-4.471062
40230,-0.945144
40231,-1.775454
40232,-3.291875
40233,-2.204946
40234,-2.950829
40235,-2.106268
40236,-1.473032
40237,-1.662283
40238,-2.87598
40239,-4.040828
40240,-1.256199
40241,-2.759476
40242,-4.014521
40243,-3.335512
40244,-3.248907
40245,-2.860021
40246,-2.299283
40247,-3.154445
40248,-2.902831
40249,-2.969993
40250,-3.297242
40251,-3.651977
40252,-3.838114
40253,-5.317203
40254,-3.923855
40255,-3.932133
40256,-4.793895
40257,-4.735297
40258,-4.749875
40259,-5.045695
40260,-4.836423
40261,-4.763844
40262,-4.908316
40263,-4.616028
40264,-4.793204
40265,-4.470812
40266,-5.103295
40267,-4.655395
40268,-5.496923
40269,-2.912317
40270,-4.879407
40271,-3.367705
40272,-4.204656
40273,-4.854327
40274,-5.125113
40275,-5.483637
40276,-5.667303
40277,-4.640966
40278,-3.480867
40279,-3.530397
40280,-5.653837
40281,-5.872871
40282,-6.251472
40283,-5.257963
40284,-5.300416
40285,-4.925152
40286,-5.161409
40287,-4.685733
40288,-3.760312
40289,-5.058905
40290,-5.243499
40291,-5.424403
40292,-5.47102
40293,-5.707604
40294,-4.754153
40295,-4.857076
40296,-4.145038
40297,-4.021566
40298,-4.49973
40299,-4.860359
40300,-5.160033
40301,-5.884031
40302,-5.565825
40303,-5.254463
40304,-5.353122
40305,-5.846923
40306,-4.598399
40307,-2.671738
40308,-4.572639
40309,-5.914593
40310,-6.595489
40311,-6.635966
40312,-7.368201
40313,-5.281734
40314,-3.879815
40315,-4.686695
40316,-3.824687
40317,-4.397837
40318,-4.035078
40319,-3.715132
40320,-3.103004
40321,-3.606372
40322,-2.650801
40323,-2.569007
40324,-2.195466
40325,-2.41563
40326,-2.302796
40327,-3.169112
40328,-3.139434
40329,-2.785623
40330,-3.258889
40331,-2.279841
40332,-2.607446
40333,-1.912527
40334,-2.57165
40335,-1.795656
40336,-1.807763
40337,-2.202797
40338,-1.316298
40339,-1.07761
40340,-1.470117
40341,-0.9590027
40342,-0.9278917
40343,-0.6127946
40344,-0.5396312
40345,-0.6070218
40346,-0.5988684
40347,-0.657
40348,-0.5342955
40349,-0.5916301
40350,-0.5440635
40351,-0.5783684
40352,-0.9973197
40353,-0.7898879
40354,-0.4955761
40355,-0.5050234
40356,-0.5552372
40357,-0.3633701
40358,-0.4307648
40359,-0.9246569
40360,-0.3761575
40361,-0.3413944
40362,-0.4610968
40363,-0.6721893
40364,-0.4722235
40365,-0.5600753
40366,-0.7911271
40367,-0.4136878
40368,-0.5897405
40369,-0.489645
40370,-0.4953952
40371,-0.6252226
40372,-0.546732
40373,-0.6254548
40374,-0.4970029
40375,-0.387863
40376,-0.4541884
40377,-0.5085816
40378,-0.493451
40379,-0.4942142
40380,-0.3776014
40381,-0.491507
40382,-0.533892
40383,-0.6036767
40384,-0.5567287
40385,-0.3917117
40386,-0.4203681
40387,-0.4108575
40388,-0.4154519
40389,-0.2619398
40390,-0.5966098
40391,-0.3819014
40392,-0.5786732
40393,-0.5371613
40394,-0.3679793
40395,-0.3694002
40396,-0.2863098
40397,-0.3048497
40398,-0.2891556
40399,-0.3379548
40400,-0.3533305
40401,-0.2120306
40402,-0.2681979
40403,-0.5121673
40404,-0.2143021
40405,-0.2207456
40406,-0.2598324
40407,-0.2912123
40408,-0.6519632
40409,-0.2764181
40410,-0.3170633
40411,-0.2302896
40412,-0.2566065
40413,-0.2113246
40414,-0.2380776
40415,-0.3058239
40416,-0.4205731
40417,-0.2181575
40418,-0.326949
40419,-0.7309765
40420,-0.3336562
40421,-0.3787288
40422,-0.2672378
40423,-0.6245327
40424,-0.3943826
40425,-0.5639038
40426,-0.4287207
40427,-0.3842955
40428,-0.3489021
40429,-0.2987947
40430,-0.3477471
40431,-0.345354
40432,-0.3567824
40433,-0.1883404
40434,-0.2465921
40435,-0.2122006
40436,-0.2365975
40437,-0.2428838
40438,-0.2023263
40439,-0.2694969
40440,-0.1770105
40441,-0.3079187
40442,-0.2355849
40443,-0.317751
40444,-0.2317271
40445,-0.2865572
40446,-0.2873788
40447,-0.3535349
40448,-0.3028609
40449,-0.1980062
40450,-0.5447669
40451,-0.3748127
40452,-0.9975451
40453,-0.2580197
40454,-0.2244462
40455,-0.3127692
40456,-0.3214825
40457,-0.2794707
40458,-0.3820104
40459,-0.1281317
40460,-0.5012897
40461,-0.2927055
40462,-0.4600667
40463,-0.4212898
40464,-0.3446521
40465,-0.5060846
40466,-0.2377566
40467,-1.185449
40468,-0.4616019
40469,-0.5274764
40470,-0.8410976
40471,-1.122561
40472,-1.108945
40473,-0.998126
40474,-1.595924
40475,-1.515829
40476,-0.5738852
40477,-0.8386625
40478,-0.434051
40479,-0.678192
40480,-1.085663
40481,-0.6042678
40482,-0.9814892
40483,-0.6421902
40484,-1.328632
40485,-1.733377
40486,-1.759903
40487,-1.673954
40488,-1.329833
40489,-1.478226
40490,-1.142956
40491,-1.392804
40492,-1.126826
40493,-2.35008
40494,-2.269366
40495,-1.734244
40496,-1.446342
40497,-1.096012
40498,-1.304356
40499,-1.406572
40500,-1.48761
40501,-2.149899
40502,-1.751764
40503,-3.863472
40504,-3.918273
40505,-3.88887
40506,-4.057368
40507,-4.35494
40508,-3.370252
40509,-3.172355
40510,-3.162953
40511,-2.801865
40512,-3.028604
40513,-3.10114
40514,-2.765009
40515,-3.211651
40516,-3.0435
40517,-3.2834
40518,-3.304668
40519,-3.381331
40520,-0.8599127
40521,-0.9774078
40522,-1.163148
40523,-1.372851
40524,-1.341621
40525,-1.168319
40526,-1.211299
40527,-1.142695
40528,-1.111632
40529,-1.350976
40530,-1.214295
40531,-1.106068
40532,-1.257043
40533,-1.152776
40534,-1.408654
40535,-1.22998
40536,-1.227565
40537,-1.091368
40538,-1.227989
40539,-1.302843
40540,-1.126055
40541,-1.374781
40542,-1.204946
40543,-0.9056557
40544,-1.020747
40545,-0.9173343
40546,-1.189758
40547,-0.9354547
40548,-1.271256
40549,-0.8157829
40550,-1.15661
40551,-1.066572
40552,-1.258907
40553,-0.9406805
40554,-1.627019
40555,-0.6104575
40556,-1.438553
40557,-1.498362
40558,-1.411957
40559,-3.495425
40560,-2.027843
40561,-1.740802
40562,-1.524071
40563,-1.647685
40564,-2.305005
40565,-1.800821
40566,-1.97191
40567,-1.876371
40568,-2.510169
40569,-1.854056
40570,-1.814519
40571,-1.510135
40572,-1.264175
40573,-1.534136
40574,-1.820459
40575,-2.300385
40576,-2.642854
40577,-2.453656
40578,-2.307211
40579,-2.241071
40580,-2.032419
40581,-1.750766
40582,-2.387632
40583,-1.923249
40584,-2.381898
40585,-2.126977
40586,-2.187713
40587,-1.341709
40588,-2.417274
40589,-3.128037
40590,-1.036732
40591,-1.974671
40592,-1.797857
40593,-2.345857
40594,-2.801942
40595,-2.116678
40596,-2.659698
40597,-1.792834
40598,-1.514805
40599,-1.976693
40600,-2.621517
40601,-2.249218
40602,-2.520805
40603,-2.89907
40604,-3.466338
40605,-3.575011
40606,-3.863827
40607,-2.813475
40608,-2.692778
40609,-3.568463
40610,-3.970001
40611,-2.726135
40612,-4.51488
40613,-3.98392
40614,-3.121033
40615,-4.133955
40616,-3.051192
40617,-4.001891
40618,-4.578922
40619,-2.986373
40620,-4.220652
40621,-3.876503
40622,-3.979674
40623,-4.379969
40624,-2.641373
40625,-3.499788
40626,-3.437599
40627,-3.246448
40628,-4.443958
40629,-4.372796
40630,-4.729363
40631,-4.238089
40632,-4.055402
40633,-5.344135
40634,-6.245961
40635,-5.575465
40636,-5.767586
40637,-5.51948
40638,-6.183759
40639,-5.873338
40640,-5.271249
40641,-5.702436
40642,-5.681129
40643,-6.718373
40644,-5.833717
40645,-5.245177
40646,-6.986922
40647,-6.645913
40648,-5.918537
40649,-5.80706
40650,-5.371345
40651,-4.791567
40652,-5.656222
40653,-5.943243
40654,-5.995252
40655,-6.165415
40656,-5.093387
40657,-4.30039
40658,-5.503958
40659,-5.660954
40660,-6.150935
40661,-5.198105
40662,-4.811822
40663,-4.395292
40664,-4.511209
40665,-4.606782
40666,-3.872233
40667,-4.214323
40668,-4.749896
40669,-4.525431
40670,-3.763845
40671,-4.35514
40672,-3.65434
40673,-3.646903
40674,-3.391404
40675,-2.925047
40676,-3.797475
40677,-0.8247768
40678,-2.334969
40679,-1.79948
40680,-2.089978
40681,-2.824598
40682,-2.953767
40683,-3.478079
40684,-3.800631
40685,-3.855241
40686,-3.520386
40687,-2.028494
40688,-2.679712
40689,-3.40603
40690,-2.844552
40691,-2.780068
40692,-3.399599
40693,-2.946638
40694,-1.75958
40695,-2.658112
40696,-2.415293
40697,-1.082796
40698,-2.936337
40699,-1.844634
40700,-1.9778
40701,-2.795806
40702,-2.987977
40703,-3.435286
40704,-2.943646
40705,-3.060407
40706,-2.773772
40707,-2.820621
40708,-0.9737633
40709,-1.126126
40710,-1.275447
40711,-1.519985
40712,-1.240696
40713,-1.161241
40714,-0.8662514
40715,-0.704659
40716,-0.7979196
40717,-1.251248
40718,-1.164951
40719,-1.130325
40720,-1.014037
40721,-1.353969
40722,-0.153886
40723,-0.078225
40724,-0.027061
40725,-0.6431373
40726,-0.5016934
40727,-1.058723
40728,-1.404367
40729,-1.026501
40730,-1.021748
40731,-0.9968707
40732,-1.265734
40733,-1.237733
40734,-0.9717109
40735,-0.9666865
40736,-0.8213635
40737,-0.9340152
40738,-0.5459425
40739,-0.4559209
40740,-0.4993776
40741,-0.4348424
40742,-0.4414777
40743,-0.3532111
40744,-0.7675658
40745,-0.5602661
40746,-0.3815298
40747,-0.5149488
40748,-0.7130514
40749,-0.5412248
40750,-0.6603235
40751,-0.5525109
40752,-0.7273611
40753,-0.4281455
40754,-0.4852616
40755,-0.4726613
40756,-0.4313577
40757,-0.4384322
40758,-0.5802834
40759,-0.5268017
40760,-0.5187882
40761,-0.563109
40762,-0.6074407
40763,-0.5768147
40764,-0.5838998
40765,-0.5264456
40766,-0.6907542
40767,-0.4733035
40768,-0.5020239
40769,-0.4333218
40770,-0.5892522
40771,-0.4801037
40772,-0.3661441
40773,-0.5535147
40774,-0.5397036
40775,-0.4968525
40776,-0.4607415
40777,-0.3597127
40778,-0.4031297
40779,-0.4076936
40780,-0.3948762
40781,-0.3045435
40782,-0.455424
40783,-0.1629874
40784,-0.010352
40785,-0.1466333
40786,-0.106039
40787,-0.1017542
40788,-0.1245879
40789,-0.1079412
40790,-0.120717
40791,-0.1332758
40792,-0.152624
40793,-0.1232043
40794,-0.085877
40795,-0.074448
40796,-0.079883
40797,-0.1827477
40798,-0.3475228
40799,-0.3120096
40800,-0.315327
40801,-0.3130819
40802,-0.5083468
40803,-0.6158804
40804,-0.2480941
40805,-0.1847605
40806,-0.3111701
40807,-0.2201685
40808,-0.2735566
40809,-0.1713938
40810,-0.1509504
40811,-0.2359039
40812,-0.3010434
40813,-0.573277
40814,-0.2627871
40815,-0.6821894
40816,-0.6641118
40817,-0.5143154
40818,-1.046611
40819,-1.172926
40820,-0.8874133
40821,-1.35417
40822,-1.453502
40823,-0.8610915
40824,-0.6513907
40825,-1.257216
40826,-0.8210685
40827,-0.9084808
40828,-1.175
40829,-2.309994
40830,-1.427956
40831,-2.07368
40832,-2.082061
40833,-1.93304
40834,-1.847888
40835,-2.027636
40836,-2.222746
40837,-1.996737
40838,-2.589181
40839,-2.618142
40840,-2.507747
40841,-2.164999
40842,-2.410111
40843,-1.839593
40844,-1.807142
40845,-1.68554
40846,-1.33309
40847,-1.805446
40848,-1.422444
40849,-2.304408
40850,-2.008899
40851,-1.808705
40852,-1.076752
40853,-1.779145
40854,-2.078727
40855,-1.991967
40856,-1.988896
40857,-1.818274
40858,-1.875345
40859,-1.882225
40860,-1.846353
40861,-1.793047
40862,-1.634543
40863,-1.384787
40864,-1.522505
40865,-1.45522
40866,-0.8971661
40867,-1.21394
40868,-1.351284
40869,-1.619355
40870,-1.23197
40871,-0.9805984
40872,-1.461092
40873,-1.215776
40874,-1.184511
40875,-1.217233
40876,-1.161303
40877,-1.216462
40878,-1.478184
40879,-1.433241
40880,-1.302717
40881,-1.023164
40882,-1.466542
40883,-1.294426
40884,-0.9998613
40885,-1.165769
40886,-1.084201
40887,-1.159464
40888,-1.447412
40889,-1.474102
40890,-0.9860392
40891,-1.140962
40892,-0.7704122
40893,-1.100952
40894,-1.257516
40895,-1.146567
40896,-1.016207
40897,-1.338422
40898,-0.7737578
40899,-0.8526894
40900,-0.7558202
40901,-1.024643
40902,-0.7509884
40903,-0.842371
40904,-0.7615516
40905,-1.031126
40906,-0.8256111
40907,-0.8344514
40908,-0.8690335
40909,-0.5711305
40910,-0.7051399
40911,-0.7310257
40912,-0.9230768
40913,-0.8029193
40914,-1.250357
40915,-0.775003
40916,-0.7132103
40917,-0.7559508
40918,-0.5482355
40919,-0.7262425
40920,-0.5054554
40921,-0.6625729
40922,-0.5412138
40923,-0.8790654
40924,-0.7137073
40925,-0.9207682
40926,-1.123996
40927,-1.111063
40928,-2.076009
40929,-0.9620209
40930,-1.44079
40931,-1.331378
40932,-1.439152
40933,-0.6995476
40934,-1.14266
40935,-1.233363
40936,-1.223496
40937,-1.393462
40938,-1.236229
40939,-1.447366
40940,-0.9877085
40941,-1.1594
40942,-1.377655
40943,-1.367786
40944,-1.534082
40945,-0.5746021
40946,-1.242212
40947,-1.145063
40948,-1.67141
40949,-1.249818
40950,-1.425212
40951,-1.323078
40952,-1.406708
40953,-1.618965
40954,-1.872675
40955,-1.321115
40956,-1.291488
40957,-1.833482
40958,-1.898322
40959,-1.657564
40960,-1.374684
40961,-1.071086
40962,-1.05883
40963,-1.405981
40964,-1.522854
40965,-1.38996
40966,-1.53906
40967,-1.518865
40968,-2.01257
40969,-1.268869
40970,-1.721267
40971,-1.901176
40972,-1.769853
40973,-1.904584
40974,-1.849316
40975,-1.870664
40976,-2.030827
40977,-2.252752
40978,-2.002365
40979,-2.298744
40980,-3.174085
40981,-3.502808
40982,-1.739988
40983,-3.620129
40984,-2.029843
40985,-2.906113
40986,-2.626892
40987,-2.277219
40988,-2.31577
40989,-2.205822
40990,-2.269147
40991,-2.174768
40992,-2.643931
40993,-2.612318
40994,-2.546596
40995,-3.144646
40996,-2.838217
40997,-2.912309
40998,-5.296139
40999,-3.717994
41000,-3.560963
41001,-3.790148
41002,-3.064633
41003,-2.752465
41004,-2.7437
41005,-3.389121
41006,-3.625367
41007,-4.125634
41008,-3.964021
41009,-3.741801
41010,-3.091969
41011,-2.035588
41012,-3.912673
41013,-3.258446
41014,-3.200081
41015,-3.297733
41016,-3.612162
41017,-3.674871
41018,-3.91667
41019,-3.721789
41020,-4.408237
41021,-4.87463
41022,-5.081125
41023,-3.655743
41024,-3.744404
41025,-4.708549
41026,-4.856321
41027,-4.760123
41028,-4.329808
41029,-4.496811
41030,-5.331477
41031,-4.42979
41032,-4.450593
41033,-4.303972
41034,-4.020481
41035,-4.567003
41036,-4.554865
41037,-4.56735
41038,-5.003248
41039,-5.00265
41040,-4.37661
41041,-5.280177
41042,-4.984673
41043,-3.285786
41044,-2.888229
41045,-2.988445
41046,-2.841006
41047,-2.118307
41048,-2.029465
41049,-2.062978
41050,-2.106591
41051,-1.905333
41052,-1.808899
41053,-1.958625
41054,-1.830381
41055,-1.451428
41056,-1.592793
41057,-1.605831
41058,-0.9524456
41059,-0.9852626
41060,-0.3975657
41061,-0.67307
41062,-0.6106141
41063,-1.566324
41064,-0.9317472
41065,-0.878415
41066,-0.6155045
41067,-0.860846
41068,-0.7114376
41069,-0.5936061
41070,-0.6666346
41071,-0.6738106
41072,-0.5699454
41073,-0.562906
41074,-0.4193728
41075,-0.3625344
41076,-0.5078948
41077,-0.4269305
41078,-0.4318437
41079,-0.3983797
41080,-0.4664951
41081,-0.4739444
41082,-0.4643543
41083,-0.4499411
41084,-0.3885093
41085,-0.5393093
41086,-0.3412551
41087,-0.427335
41088,-0.3889815
41089,-0.4879101
41090,-0.500217
41091,-0.46976
41092,-0.4872158
41093,-0.4667919
41094,-0.6316354
41095,-0.4499639
41096,-0.6412552
41097,-0.5753255
41098,-1.197889
41099,-0.7339171
41100,-0.461877
41101,-0.5984514
41102,-0.6241121
41103,-0.5837132
41104,-0.4268901
41105,-0.3218612
41106,-0.3201039
41107,-0.2865074
41108,-0.3198154
41109,-0.3543318
41110,-0.3198703
41111,-0.5295152
41112,-0.6982801
41113,-0.3275836
41114,-0.392284
41115,-0.3832045
41116,-0.4143365
41117,-0.498648
41118,-0.495621
41119,-0.3828134
41120,-0.6841207
41121,-0.6198819
41122,-0.7184042
41123,-0.8644377
41124,-0.6089318
41125,-0.4227741
41126,-0.5762678
41127,-0.5398637
41128,-0.6044197
41129,-0.6994481
41130,-0.9137707
41131,-0.8419737
41132,-0.7214708
41133,-0.2626576
41134,-0.2864355
41135,-0.3087566
41136,-0.3394984
41137,-0.2315688
41138,-0.4007735
41139,-0.4695869
41140,-0.2894976
41141,-0.1860885
41142,-0.3743668
41143,-0.3314729
41144,-0.4625602
41145,-0.4456795
41146,-0.3163931
41147,-0.4171313
41148,-0.4039639
41149,-0.226421
41150,-0.3260989
41151,-0.325569
41152,-0.2821169
41153,-0.3663795
41154,-0.1991759
41155,-0.2684614
41156,-0.62376
41157,-0.7011529
41158,-0.3312138
41159,-0.3152973
41160,-0.3713866
41161,-0.5016961
41162,-0.3671581
41163,-0.6432537
41164,-0.4611813
41165,-0.507107
41166,-0.3741976
41167,-0.4722755
41168,-0.4892474
41169,-0.4664881
41170,-0.3728946
41171,-0.3659407
41172,-0.4725505
41173,-0.4108038
41174,-0.3871504
41175,-0.3886925
41176,-0.4228909
41177,-0.3624376
41178,-0.3909412
41179,-0.2972968
41180,-0.2443274
41181,-0.1884779
41182,-0.2403133
41183,-0.4051315
41184,-0.4154629
41185,-0.382239
41186,-0.4156738
41187,-0.4262259
41188,-0.260823
41189,-0.2314751
41190,-0.3973023
41191,-0.3095464
41192,-0.3295624
41193,-0.657667
41194,-0.6900984
41195,-0.3963407
41196,-0.2723145
41197,-0.4447431
41198,-0.7448
41199,-0.6983744
41200,-0.5024937
41201,-0.7544091
41202,-0.7599838
41203,-0.8257751
41204,-1.316493
41205,-2.543655
41206,-0.247769
41207,-0.5904374
41208,-0.342388
41209,-0.4917851
41210,-0.6850268
41211,-0.9968424
41212,-1.691611
41213,-2.10522
41214,-0.3902689
41215,-0.5588801
41216,-0.8806564
41217,-1.063491
41218,-1.706487
41219,-2.222401
41220,-1.285678
41221,-5.623958
41222,-1.257372
41223,-1.442772
41224,-1.522534
41225,-1.967201
41226,-2.051372
41227,-1.739729
41228,-2.025425
41229,-1.685064
41230,-1.224675
41231,-1.689773
41232,-1.680186
41233,-2.148272
41234,-2.544852
41235,-1.763575
41236,-1.565684
41237,-1.897548
41238,-2.665651
41239,-2.106103
41240,-2.259319
41241,-1.203943
41242,-2.72873
41243,-2.1135
41244,-1.636404
41245,-2.421506
41246,-1.423086
41247,-3.519543
41248,-2.697344
41249,-3.900724
41250,-1.818714
41251,-1.626996
41252,-1.871471
41253,-2.047626
41254,-1.869494
41255,-2.161897
41256,-1.818948
41257,-1.482916
41258,-1.164249
41259,-1.680838
41260,-2.000162
41261,-1.544655
41262,-1.595879
41263,-1.137473
41264,-1.535873
41265,-1.603209
41266,-1.988709
41267,-1.413291
41268,-1.792472
41269,-2.801441
41270,-2.39186
41271,-2.085277
41272,-2.254851
41273,-2.676567
41274,-2.044678
41275,-1.728403
41276,-1.600224
41277,-1.635512
41278,-1.66412
41279,-1.899271
41280,-1.538523
41281,-2.36677
41282,-2.147532
41283,-1.622641
41284,-1.361609
41285,-0.9096817
41286,-1.778856
41287,-0.8438123
41288,-1.082498
41289,-0.7081228
41290,-0.9437317
41291,-1.015108
41292,-1.292281
41293,-1.324461
41294,-1.081593
41295,-1.368636
41296,-1.30873
41297,-0.4623856
41298,-1.812551
41299,-1.472419
41300,-1.816368
41301,-1.432408
41302,-1.778225
41303,-1.583026
41304,-1.519385
41305,-1.5354
41306,-1.395585
41307,-1.6764
41308,-1.958782
41309,-1.810878
41310,-1.245459
41311,-1.272512
41312,-1.589584
41313,-1.426101
41314,-1.333909
41315,-1.627494
41316,-1.667844
41317,-1.647521
41318,-1.923337
41319,-1.776819
41320,-2.076295
41321,-2.293068
41322,-2.145713
41323,-2.115694
41324,-1.919727
41325,-1.876375
41326,-1.872525
41327,-1.990283
41328,-2.083411
41329,-2.081857
41330,-2.176881
41331,-2.152498
41332,-2.358757
41333,-1.93791
41334,-2.277999
41335,-2.528015
41336,-2.309724
41337,-3.087493
41338,-3.23839
41339,-3.084961
41340,-3.091437
41341,-3.056476
41342,-2.870614
41343,-3.324428
41344,-3.073451
41345,-3.054105
41346,-3.399856
41347,-3.146841
